Institute,Course,Branch/Subject,No. of seats,Course Duration (In Months),Examination Pattern,Annual Tuition Fees,Annual Total Fees,Eligibility Criteria,Additional Criteria,SII Institute Link
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Electronics and Communication with (spl. In VLSI),20,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Mechanical Engineering,160,48,semester,USD 6500,USD 9530,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Computer Science and Business System,130,48,semester,USD 6500,USD 9530,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Computer Science with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Civil with Artificial Intelligence & Machine Learning,50,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Electronics and Communication Engineering with Artificial Intelligence & Machine Learning,50,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Mechanical Engineering (Spec. in Smart Manufacturing),50,48,semester,USD 6500,USD 9530,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Mechanical Engineering (Spec. Artificial Intelligence & Machine Learning),60,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),Mechanical Engineering (Spec. in Electric & Hybrid Vehicles),55,48,semester,USD 6500,USD 9530,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Computer Science with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),ECE with Internet of Things (IoT),30,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
"GITAM (Deemed to be University) - Visakhapatnam, Bengaluru and Hyderabad",Bachelor of Technology (B.Tech),EEE with Robotics and Automation,50,48,semester,USD 6500,USD 9430,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Computer Science with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0023#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Automobile Engineering,9,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Civil Engineering,18,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Computer Science and Engineering,27,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),9,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),9,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,18,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Electronics and Communication Engineering,27,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Mechanical Engineering,18,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Mining Engineering,9,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Godavari Institute of Engineering & Technology (Autonomous),Bachelor of Technology (B.Tech),Petroleum Engineering,9,48,semester,USD 3500,USD 4700,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-326#Section2
Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Biotechnology,7,48,semester,USD 2500,USD 2500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 55% score And 10+2 in Mathematics with minimum 55% score And 10+2 in English with minimum 55% score )",TOEFL with minimum 60 score And IELTS with minimum 5 score,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-399#Section2
Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Chemical Engineering,9,48,semester,USD 2500,USD 2500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score And 10+2 in English with minimum 55% score )",( TOEFL with minimum 60 score ) And ( IELTS with minimum 5 score ),https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-399#Section2
Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Computer Science and Engineering,9,48,semester,USD 2500,USD 2500,"( 10+2 in English with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",( TOEFL with minimum 60 score ) And ( IELTS with minimum 5 score ),https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-399#Section2
Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,9,48,semester,USD 2500,USD 2500,"( 10+2 in English with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",( TOEFL with minimum 60 score ) And ( IELTS with minimum 5 score ),https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-399#Section2
Guru Gobind Singh Indraprastha University,Bachelor of Technology (B.Tech),Information Technology,9,48,semester,USD 2500,USD 2500,"( 10+2 in English with minimum 55% score And 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 55% score )",( TOEFL with minimum 60 score ) And ( IELTS with minimum 5 score ),https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-399#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Civil Engineering,12,48,semester,USD 3240,USD 3240,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Computer Engineering,12,48,semester,USD 6340,USD 6340,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Computer Science and Engineering,48,48,semester,USD 3240,USD 3240,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Electronics and Communication Engineering,24,48,semester,USD 3240,USD 3240,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Food Technology,8,48,semester,USD 2860,USD 2860,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Mechanical Engineering,12,48,semester,USD 3240,USD 3240,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
"Guru Nanak Dev University, Punjab",Bachelor of Technology (B.Tech),Textile Technology,4,48,semester,USD 2860,USD 2860,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0137#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Civil Engineering,18,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering,27,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),9,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),9,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,9,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,18,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Information Technology,9,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institute of Technology,Bachelor of Technology (B.Tech),Mechanical Engineering,18,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-323#Section2
Guru Nanak Institutions Technical Campus,Bachelor of Technology (B.Tech),Civil Engineering,24,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-322#Section2
Guru Nanak Institutions Technical Campus,Bachelor of Technology (B.Tech),Computer Science and Engineering,45,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-322#Section2
Guru Nanak Institutions Technical Campus,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,18,48,semester,USD 5000,USD 7230,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-322#Section2
